DATE,Close,High,Low,Open,Volume
6/4/2007,1539.1800537109375,1540.530029296875,1532.31005859375,1536.280029296875,2738930000
6/5/2007,1530.949951171875,1539.1199951171875,1525.6199951171875,1539.1199951171875,2939450000
6/6/2007,1517.3800048828125,1530.5699462890625,1514.1300048828125,1530.5699462890625,2964190000
6/7/2007,1490.719970703125,1517.3599853515625,1490.3699951171875,1517.3599853515625,3538470000
6/8/2007,1507.6700439453125,1507.760009765625,1487.4100341796875,1490.7099609375,2993460000
6/11/2007,1509.1199951171875,1515.530029296875,1503.3499755859375,1507.6400146484375,2525280000
6/12/2007,1493,1511.3299560546875,1492.969970703125,1509.1199951171875,3056200000
6/13/2007,1515.6700439453125,1515.699951171875,1492.6500244140625,1492.6500244140625,3077930000
6/14/2007,1522.969970703125,1526.449951171875,1515.5799560546875,1515.5799560546875,2813630000
6/15/2007,1532.9100341796875,1538.7099609375,1522.969970703125,1522.969970703125,3406030000
6/18/2007,1531.050048828125,1535.43994140625,1529.31005859375,1532.9000244140625,2480240000
6/19/2007,1533.699951171875,1535.8499755859375,1525.6700439453125,1531.02001953125,2873590000
6/20/2007,1512.8399658203125,1537.3199462890625,1512.3599853515625,1533.6800537109375,3286900000
6/21/2007,1522.18994140625,1522.9000244140625,1504.75,1512.5,3161110000
6/22/2007,1502.56005859375,1522.18994140625,1500.739990234375,1522.18994140625,4284320000
6/25/2007,1497.739990234375,1514.2900390625,1492.6800537109375,1502.56005859375,3287250000
6/26/2007,1492.8900146484375,1506.1199951171875,1490.5400390625,1497.6800537109375,3398530000
6/27/2007,1506.3399658203125,1506.800048828125,1484.1800537109375,1492.6199951171875,3398150000
6/28/2007,1505.7099609375,1514.8399658203125,1503.4100341796875,1506.3199462890625,3006710000
6/29/2007,1503.3499755859375,1517.530029296875,1493.6099853515625,1505.699951171875,3165410000
7/2/2007,1519.4300537109375,1519.449951171875,1504.6600341796875,1504.6600341796875,2648990000
7/3/2007,1524.8699951171875,1526.010009765625,1519.1199951171875,1519.1199951171875,1560790000
7/5/2007,1525.4000244140625,1526.5699462890625,1517.719970703125,1524.8599853515625,2622950000
7/6/2007,1530.43994140625,1532.4000244140625,1520.469970703125,1524.9599609375,2441520000
7/9/2007,1531.8499755859375,1534.260009765625,1527.449951171875,1530.4300537109375,2715330000
7/10/2007,1510.1199951171875,1531.8499755859375,1510.010009765625,1531.8499755859375,3244280000
7/11/2007,1518.760009765625,1519.3399658203125,1506.0999755859375,1509.9300537109375,3082920000
7/12/2007,1547.699951171875,1547.9200439453125,1518.739990234375,1518.739990234375,3489600000
7/13/2007,1552.5,1555.0999755859375,1544.8499755859375,1547.6800537109375,2801120000
7/16/2007,1549.52001953125,1555.9000244140625,1546.68994140625,1552.5,2704110000
7/17/2007,1549.3699951171875,1555.3199462890625,1547.739990234375,1549.52001953125,3007140000
7/18/2007,1546.1700439453125,1549.199951171875,1533.6700439453125,1549.199951171875,3609220000
7/19/2007,1553.0799560546875,1555.199951171875,1546.1300048828125,1546.1300048828125,3251450000
7/20/2007,1534.0999755859375,1553.18994140625,1529.199951171875,1553.18994140625,3745780000
7/23/2007,1541.5699462890625,1547.22998046875,1534.06005859375,1534.06005859375,3102700000
7/24/2007,1511.0400390625,1541.5699462890625,1508.6199951171875,1541.5699462890625,4115830000
7/25/2007,1518.0899658203125,1524.31005859375,1503.72998046875,1511.030029296875,4283200000
7/26/2007,1482.6600341796875,1518.0899658203125,1465.300048828125,1518.0899658203125,4472550000
7/27/2007,1458.949951171875,1488.530029296875,1458.949951171875,1482.43994140625,4784650000
7/30/2007,1473.9100341796875,1477.8800048828125,1454.3199462890625,1458.9300537109375,4128780000
7/31/2007,1455.27001953125,1488.300048828125,1454.25,1473.9000244140625,4524520000
8/1/2007,1465.81005859375,1468.3800048828125,1439.5899658203125,1455.1800537109375,5256780000
8/2/2007,1472.199951171875,1476.4300537109375,1460.5799560546875,1465.4599609375,4368850000
8/3/2007,1433.06005859375,1473.22998046875,1432.800048828125,1472.1800537109375,4272110000
8/6/2007,1467.6700439453125,1467.6700439453125,1427.3900146484375,1433.0400390625,5067200000
8/7/2007,1476.7099609375,1488.300048828125,1455.800048828125,1467.6199951171875,4909390000
8/8/2007,1497.489990234375,1503.8900146484375,1476.219970703125,1476.219970703125,5499560000
8/9/2007,1453.0899658203125,1497.2099609375,1453.0899658203125,1497.2099609375,5889600000
8/10/2007,1453.6400146484375,1462.02001953125,1429.739990234375,1453.0899658203125,5345780000
8/13/2007,1452.9200439453125,1466.2900390625,1451.5400390625,1453.4200439453125,3696280000
8/14/2007,1426.5400390625,1456.739990234375,1426.199951171875,1452.8699951171875,3814630000
8/15/2007,1406.699951171875,1440.780029296875,1404.3599853515625,1426.1500244140625,4290930000
8/16/2007,1411.27001953125,1415.969970703125,1370.5999755859375,1406.6400146484375,6509300000
8/17/2007,1445.93994140625,1450.3299560546875,1411.260009765625,1411.260009765625,3570040000
8/20/2007,1445.550048828125,1451.75,1430.5400390625,1445.93994140625,3321340000
8/21/2007,1447.1199951171875,1455.3199462890625,1439.760009765625,1445.550048828125,3012150000
8/22/2007,1464.0699462890625,1464.8599853515625,1447.030029296875,1447.030029296875,3309120000
8/23/2007,1462.5,1472.06005859375,1453.8800048828125,1464.050048828125,3084390000
8/24/2007,1479.3699951171875,1479.4000244140625,1460.5400390625,1462.3399658203125,2541400000
8/27/2007,1466.7900390625,1479.3599853515625,1465.97998046875,1479.3599853515625,2406180000
8/28/2007,1432.3599853515625,1466.719970703125,1432.010009765625,1466.719970703125,3078090000
8/29/2007,1463.760009765625,1463.760009765625,1432.010009765625,1432.010009765625,2824070000
8/30/2007,1457.6400146484375,1468.4300537109375,1451.25,1463.6700439453125,2582960000
8/31/2007,1473.989990234375,1481.469970703125,1457.6099853515625,1457.6099853515625,2731610000
9/4/2007,1489.4200439453125,1496.4000244140625,1472.1500244140625,1473.9599609375,2766600000
9/5/2007,1472.2900390625,1488.760009765625,1466.3399658203125,1488.760009765625,2991600000
9/6/2007,1478.550048828125,1481.489990234375,1467.4100341796875,1472.030029296875,2459590000
9/7/2007,1453.550048828125,1478.550048828125,1449.0699462890625,1478.550048828125,3191080000
9/10/2007,1451.699951171875,1462.25,1439.2900390625,1453.5,2835720000
9/11/2007,1471.489990234375,1472.47998046875,1451.68994140625,1451.68994140625,3015330000
9/12/2007,1471.56005859375,1479.5,1465.75,1471.0999755859375,2885720000
9/13/2007,1483.949951171875,1489.5799560546875,1471.469970703125,1471.469970703125,2877080000
9/14/2007,1484.25,1485.989990234375,1473.1800537109375,1483.949951171875,2641740000
9/17/2007,1476.6500244140625,1484.239990234375,1471.8199462890625,1484.239990234375,2598390000
9/18/2007,1519.780029296875,1519.8900146484375,1476.6300048828125,1476.6300048828125,3708940000
9/19/2007,1529.030029296875,1538.739990234375,1519.75,1519.75,3846750000
9/20/2007,1518.75,1529.1400146484375,1516.4200439453125,1528.68994140625,2957700000
9/21/2007,1525.75,1530.8900146484375,1518.75,1518.75,3679460000
9/24/2007,1517.72998046875,1530.1800537109375,1516.1500244140625,1525.75,3131310000
9/25/2007,1517.2099609375,1518.27001953125,1507.1300048828125,1516.3399658203125,3187770000
9/26/2007,1525.4200439453125,1529.3900146484375,1518.6199951171875,1518.6199951171875,3237390000
9/27/2007,1531.3800048828125,1532.4599609375,1525.81005859375,1527.3199462890625,2872180000
9/28/2007,1526.75,1533.739990234375,1521.989990234375,1531.239990234375,2925350000
10/1/2007,1547.0400390625,1549.02001953125,1527.25,1527.2900390625,3281990000
10/2/2007,1546.6300048828125,1548.010009765625,1540.3699951171875,1546.9599609375,3101910000
10/3/2007,1539.5899658203125,1545.8399658203125,1536.3399658203125,1545.800048828125,3065320000
10/4/2007,1542.8399658203125,1544.02001953125,1537.6300048828125,1539.9100341796875,2690430000
10/5/2007,1557.5899658203125,1561.9100341796875,1543.8399658203125,1543.8399658203125,2919030000
10/8/2007,1552.5799560546875,1556.510009765625,1549,1556.510009765625,2040650000
10/9/2007,1565.1500244140625,1565.260009765625,1551.8199462890625,1553.1800537109375,2932040000
10/10/2007,1562.469970703125,1565.4200439453125,1555.4599609375,1564.97998046875,3044760000
10/11/2007,1554.4100341796875,1576.0899658203125,1546.719970703125,1564.719970703125,3911260000
10/12/2007,1561.800048828125,1563.030029296875,1554.0899658203125,1555.4100341796875,2788690000
10/15/2007,1548.7099609375,1564.739990234375,1540.81005859375,1562.25,3139290000
10/16/2007,1538.530029296875,1547.81005859375,1536.2900390625,1547.81005859375,3234560000
10/17/2007,1541.239990234375,1550.6600341796875,1526.010009765625,1544.43994140625,3638070000
10/18/2007,1540.0799560546875,1542.7900390625,1531.760009765625,1539.2900390625,3203210000
10/19/2007,1500.6300048828125,1540,1500.260009765625,1540,4160970000
10/22/2007,1506.3299560546875,1508.06005859375,1490.4000244140625,1497.7900390625,3471830000
10/23/2007,1519.5899658203125,1520.010009765625,1503.6099853515625,1509.300048828125,3309120000
10/24/2007,1515.8800048828125,1517.22998046875,1489.56005859375,1516.6099853515625,4003300000
10/25/2007,1514.4000244140625,1523.239990234375,1500.4599609375,1516.1500244140625,4183960000
10/26/2007,1535.280029296875,1535.530029296875,1520.1800537109375,1522.1700439453125,3612120000
10/29/2007,1540.97998046875,1544.6700439453125,1536.4300537109375,1536.9200439453125,3124480000
10/30/2007,1531.02001953125,1539.4200439453125,1529.550048828125,1539.4200439453125,3212520000
10/31/2007,1549.3800048828125,1552.760009765625,1529.4000244140625,1532.1500244140625,3953070000
11/1/2007,1508.43994140625,1545.7900390625,1506.6600341796875,1545.7900390625,4241470000
11/2/2007,1509.6500244140625,1513.1500244140625,1492.530029296875,1511.0699462890625,4285990000
11/5/2007,1502.1700439453125,1510.8399658203125,1489.949951171875,1505.6099853515625,3819330000
11/6/2007,1520.27001953125,1520.77001953125,1499.0699462890625,1505.3299560546875,3879160000
11/7/2007,1475.6199951171875,1515.4599609375,1475.0400390625,1515.4599609375,4353160000
11/8/2007,1474.77001953125,1482.5,1450.31005859375,1475.27001953125,5439720000
11/9/2007,1453.699951171875,1474.0899658203125,1448.510009765625,1467.5899658203125,4587050000
11/12/2007,1439.1800537109375,1464.93994140625,1438.530029296875,1453.6600341796875,4192520000
11/13/2007,1481.050048828125,1481.3699951171875,1441.3499755859375,1441.3499755859375,4141310000
11/14/2007,1470.5799560546875,1492.1400146484375,1466.469970703125,1483.4000244140625,4031470000
11/15/2007,1451.1500244140625,1472.6700439453125,1443.489990234375,1468.0400390625,3941010000
11/16/2007,1458.739990234375,1462.1800537109375,1443.989990234375,1453.0899658203125,4168870000
11/19/2007,1433.27001953125,1456.699951171875,1430.4200439453125,1456.699951171875,4119650000
11/20/2007,1439.699951171875,1452.6400146484375,1419.280029296875,1434.510009765625,4875150000
11/21/2007,1416.77001953125,1436.4000244140625,1415.6400146484375,1434.7099609375,4076230000
11/23/2007,1440.699951171875,1440.8599853515625,1417.6199951171875,1417.6199951171875,1612720000
11/26/2007,1407.219970703125,1446.0899658203125,1406.0999755859375,1440.739990234375,3706470000
11/27/2007,1428.22998046875,1429.489990234375,1407.4300537109375,1409.5899658203125,4320720000
11/28/2007,1469.02001953125,1471.6199951171875,1432.949951171875,1432.949951171875,4508020000
11/29/2007,1469.719970703125,1473.81005859375,1458.3599853515625,1467.4100341796875,3524730000
11/30/2007,1481.1400146484375,1488.93994140625,1470.8900146484375,1471.8299560546875,4422200000
12/3/2007,1472.4200439453125,1481.1600341796875,1470.0799560546875,1479.6300048828125,3323250000
12/4/2007,1462.7900390625,1471.3399658203125,1460.6600341796875,1471.3399658203125,3343620000
12/5/2007,1485.010009765625,1486.0899658203125,1465.219970703125,1465.219970703125,3663660000
12/6/2007,1507.3399658203125,1508.02001953125,1482.18994140625,1484.5899658203125,3568570000
12/7/2007,1504.6600341796875,1510.6300048828125,1502.6600341796875,1508.5999755859375,3177710000
12/10/2007,1515.9599609375,1518.27001953125,1504.9599609375,1505.1099853515625,2911760000
12/11/2007,1477.6500244140625,1523.5699462890625,1475.989990234375,1516.6800537109375,4080180000
12/12/2007,1486.5899658203125,1511.9599609375,1468.22998046875,1487.5799560546875,4482120000
12/13/2007,1488.4100341796875,1489.4000244140625,1469.2099609375,1483.27001953125,3635170000
12/14/2007,1467.949951171875,1486.6700439453125,1467.780029296875,1486.18994140625,3401050000
12/17/2007,1445.9000244140625,1465.050048828125,1445.4300537109375,1465.050048828125,3569030000
12/18/2007,1454.97998046875,1460.1600341796875,1435.6500244140625,1445.9200439453125,3723690000
12/19/2007,1453,1464.4200439453125,1445.31005859375,1454.699951171875,3401300000
12/20/2007,1460.1199951171875,1461.530029296875,1447.219970703125,1456.4200439453125,3526890000
12/21/2007,1484.4599609375,1485.4000244140625,1463.18994140625,1463.18994140625,4508590000
12/24/2007,1496.449951171875,1497.6300048828125,1484.550048828125,1484.550048828125,1267420000
12/26/2007,1497.6600341796875,1498.8499755859375,1488.199951171875,1495.1199951171875,2010500000
12/27/2007,1476.27001953125,1495.050048828125,1475.8599853515625,1495.050048828125,2365770000
12/28/2007,1478.489990234375,1488.010009765625,1471.699951171875,1479.8299560546875,2420510000
12/31/2007,1468.3599853515625,1475.8299560546875,1465.1300048828125,1475.25,2440880000
1/2/2008,1447.1600341796875,1471.77001953125,1442.0699462890625,1467.969970703125,3452650000
1/3/2008,1447.1600341796875,1456.800048828125,1443.72998046875,1447.550048828125,3429500000
1/4/2008,1411.6300048828125,1444.010009765625,1411.18994140625,1444.010009765625,4166000000
1/7/2008,1416.1800537109375,1423.8699951171875,1403.449951171875,1414.0699462890625,4221260000
1/8/2008,1390.18994140625,1430.280029296875,1388.300048828125,1415.7099609375,4705390000
1/9/2008,1409.1300048828125,1409.18994140625,1378.699951171875,1390.25,5351030000
1/10/2008,1420.3299560546875,1429.0899658203125,1395.31005859375,1406.780029296875,5170490000
1/11/2008,1401.02001953125,1419.9100341796875,1394.8299560546875,1419.9100341796875,4495840000
1/14/2008,1416.25,1417.8900146484375,1402.9100341796875,1402.9100341796875,3682090000
1/15/2008,1380.949951171875,1411.8800048828125,1380.5999755859375,1411.8800048828125,4601640000
1/16/2008,1373.199951171875,1391.989990234375,1364.27001953125,1377.4100341796875,5440620000
1/17/2008,1333.25,1377.719970703125,1330.6700439453125,1374.7900390625,5303130000
1/18/2008,1325.18994140625,1350.280029296875,1312.510009765625,1333.9000244140625,6004840000
1/22/2008,1310.5,1322.0899658203125,1274.2900390625,1312.93994140625,6544690000
1/23/2008,1338.5999755859375,1339.0899658203125,1270.050048828125,1310.4100341796875,3241680000
1/24/2008,1352.0699462890625,1355.1500244140625,1334.31005859375,1340.1300048828125,5735300000
1/25/2008,1330.6099853515625,1368.56005859375,1327.5,1357.3199462890625,4882250000
1/28/2008,1353.9599609375,1353.969970703125,1322.260009765625,1330.699951171875,4100930000
1/29/2008,1362.300048828125,1364.9300537109375,1350.18994140625,1355.93994140625,4232960000
1/30/2008,1355.81005859375,1385.8599853515625,1352.949951171875,1362.219970703125,4742760000
1/31/2008,1378.550048828125,1385.6199951171875,1334.0799560546875,1351.97998046875,4970290000
2/1/2008,1395.4200439453125,1396.02001953125,1375.9300537109375,1378.5999755859375,4650770000
2/4/2008,1380.8199462890625,1395.3800048828125,1379.68994140625,1395.3800048828125,3495780000
2/5/2008,1336.6400146484375,1380.280029296875,1336.6400146484375,1380.280029296875,4315740000
2/6/2008,1326.449951171875,1351.9599609375,1324.3399658203125,1339.47998046875,4008120000
2/7/2008,1336.9100341796875,1347.1600341796875,1316.75,1324.010009765625,4589160000
2/8/2008,1331.2900390625,1341.219970703125,1321.06005859375,1336.8800048828125,3768490000
2/11/2008,1339.1300048828125,1341.4000244140625,1320.3199462890625,1331.9200439453125,3593140000
2/12/2008,1348.8599853515625,1362.0999755859375,1339.3599853515625,1340.550048828125,4044640000
2/13/2008,1367.2099609375,1369.22998046875,1350.780029296875,1353.1199951171875,3856420000
2/14/2008,1348.8599853515625,1368.1600341796875,1347.31005859375,1367.3299560546875,3644760000
2/15/2008,1349.989990234375,1350,1338.1300048828125,1347.52001953125,3583300000
2/19/2008,1348.780029296875,1367.280029296875,1345.050048828125,1355.8599853515625,3613550000
2/20/2008,1360.030029296875,1363.7099609375,1336.550048828125,1348.3900146484375,3870520000
2/21/2008,1342.530029296875,1367.93994140625,1339.3399658203125,1362.2099609375,3696660000
2/22/2008,1353.1099853515625,1354.300048828125,1327.0400390625,1344.219970703125,3572660000
2/25/2008,1371.800048828125,1374.3599853515625,1346.030029296875,1352.75,3866350000
2/26/2008,1381.2900390625,1387.3399658203125,1363.2900390625,1371.760009765625,4096060000
