DATE,Close,High,Low,Open,Volume
12/4/2006,1409.1199951171875,1411.22998046875,1396.6700439453125,1396.6700439453125,2766320000
12/5/2006,1414.760009765625,1415.27001953125,1408.780029296875,1409.0999755859375,2755700000
12/6/2006,1412.9000244140625,1415.9300537109375,1411.050048828125,1414.4000244140625,2725280000
12/7/2006,1407.2900390625,1418.27001953125,1406.800048828125,1412.8599853515625,2743150000
12/8/2006,1409.8399658203125,1414.0899658203125,1403.6700439453125,1407.27001953125,2440460000
12/11/2006,1413.0400390625,1415.5999755859375,1408.56005859375,1409.81005859375,2289900000
12/12/2006,1411.56005859375,1413.780029296875,1404.75,1413,2738170000
12/13/2006,1413.2099609375,1416.6400146484375,1411.050048828125,1411.3199462890625,2552260000
12/14/2006,1425.489990234375,1427.22998046875,1413.1600341796875,1413.1600341796875,2729700000
12/15/2006,1427.0899658203125,1431.6300048828125,1425.47998046875,1425.47998046875,3229580000
12/18/2006,1422.47998046875,1431.81005859375,1420.6500244140625,1427.0799560546875,2568140000
12/19/2006,1425.550048828125,1428.300048828125,1414.8800048828125,1422.4200439453125,2717060000
12/20/2006,1423.530029296875,1429.050048828125,1423.510009765625,1425.510009765625,2387630000
12/21/2006,1418.300048828125,1426.4000244140625,1415.9000244140625,1423.199951171875,2322410000
12/22/2006,1410.760009765625,1418.8199462890625,1410.280029296875,1418.0999755859375,1647590000
12/26/2006,1416.9000244140625,1417.9100341796875,1410.449951171875,1410.75,1310310000
12/27/2006,1426.8399658203125,1427.719970703125,1416.6300048828125,1416.6300048828125,1667370000
12/28/2006,1424.72998046875,1427.260009765625,1422.050048828125,1426.77001953125,1508570000
12/29/2006,1418.300048828125,1427,1416.8399658203125,1424.7099609375,1678200000
1/3/2007,1416.5999755859375,1429.4200439453125,1407.8599853515625,1418.030029296875,3429160000
1/4/2007,1418.3399658203125,1421.8399658203125,1408.4300537109375,1416.5999755859375,3004460000
1/5/2007,1409.7099609375,1418.3399658203125,1405.75,1418.3399658203125,2919400000
1/8/2007,1412.8399658203125,1414.97998046875,1403.969970703125,1409.260009765625,2763340000
1/9/2007,1412.1099853515625,1415.6099853515625,1405.4200439453125,1412.8399658203125,3038380000
1/10/2007,1414.8499755859375,1415.989990234375,1405.3199462890625,1408.699951171875,2764660000
1/11/2007,1423.8199462890625,1427.1199951171875,1414.8399658203125,1414.8399658203125,2857870000
1/12/2007,1430.72998046875,1431.22998046875,1422.5799560546875,1423.8199462890625,2686480000
1/16/2007,1431.9000244140625,1433.9300537109375,1428.6199951171875,1430.72998046875,2599530000
1/17/2007,1430.6199951171875,1435.27001953125,1428.5699462890625,1431.77001953125,2690270000
1/18/2007,1426.3699951171875,1432.9599609375,1424.2099609375,1430.5899658203125,2822430000
1/19/2007,1430.5,1431.5699462890625,1425.18994140625,1426.3499755859375,2777480000
1/22/2007,1422.949951171875,1431.3900146484375,1420.4000244140625,1430.469970703125,2540120000
1/23/2007,1427.989990234375,1431.3299560546875,1421.6600341796875,1422.949951171875,2975070000
1/24/2007,1440.1300048828125,1440.1400146484375,1427.9599609375,1427.9599609375,2783180000
1/25/2007,1423.9000244140625,1440.68994140625,1422.3399658203125,1440.1199951171875,2994330000
1/26/2007,1422.1800537109375,1427.27001953125,1416.9599609375,1423.9000244140625,2626620000
1/29/2007,1420.6199951171875,1426.93994140625,1418.4599609375,1422.030029296875,2730480000
1/30/2007,1428.8199462890625,1428.8199462890625,1420.6099853515625,1420.6099853515625,2706250000
1/31/2007,1438.239990234375,1441.6099853515625,1424.780029296875,1428.6500244140625,2976690000
2/1/2007,1445.93994140625,1446.6400146484375,1437.9000244140625,1437.9000244140625,2914890000
2/2/2007,1448.3900146484375,1449.3299560546875,1444.489990234375,1445.93994140625,2569450000
2/5/2007,1446.989990234375,1449.3800048828125,1443.8499755859375,1448.3299560546875,2439430000
2/6/2007,1448,1450.18994140625,1443.4000244140625,1446.97998046875,2608710000
2/7/2007,1450.02001953125,1452.989990234375,1446.43994140625,1447.4100341796875,2618820000
2/8/2007,1448.31005859375,1450.449951171875,1442.81005859375,1449.989990234375,2816180000
2/9/2007,1438.06005859375,1452.449951171875,1433.43994140625,1448.25,2951810000
2/12/2007,1433.3699951171875,1439.1099853515625,1431.43994140625,1438,2395680000
2/13/2007,1444.260009765625,1444.4100341796875,1433.219970703125,1433.219970703125,2652150000
2/14/2007,1455.300048828125,1457.6500244140625,1443.9100341796875,1443.9100341796875,2699290000
2/15/2007,1456.81005859375,1457.969970703125,1453.18994140625,1455.1500244140625,2490920000
2/16/2007,1455.5400390625,1456.77001953125,1451.5699462890625,1456.77001953125,2399450000
2/20/2007,1459.6800537109375,1460.530029296875,1449.199951171875,1455.530029296875,2337860000
2/21/2007,1457.6300048828125,1459.5999755859375,1452.02001953125,1459.5999755859375,2606980000
2/22/2007,1456.3800048828125,1461.5699462890625,1450.510009765625,1457.2900390625,1950770000
2/23/2007,1451.18994140625,1456.219970703125,1448.3599853515625,1456.219970703125,2579950000
2/26/2007,1449.3699951171875,1456.949951171875,1445.47998046875,1451.0400390625,2822170000
2/27/2007,1399.0400390625,1449.25,1389.4200439453125,1449.25,4065230000
2/28/2007,1406.8199462890625,1415.8900146484375,1396.6500244140625,1398.6400146484375,3925250000
3/1/2007,1403.1700439453125,1409.4599609375,1380.8699951171875,1406.800048828125,3874910000
3/2/2007,1387.1700439453125,1403.4000244140625,1386.8699951171875,1403.1600341796875,3312260000
3/5/2007,1374.1199951171875,1391.8599853515625,1373.969970703125,1387.1099853515625,3480520000
3/6/2007,1395.4100341796875,1397.9000244140625,1374.06005859375,1374.06005859375,3358160000
3/7/2007,1391.969970703125,1401.1600341796875,1390.6400146484375,1395.02001953125,3141350000
3/8/2007,1401.8900146484375,1407.9300537109375,1391.8800048828125,1391.8800048828125,3014850000
3/9/2007,1402.8399658203125,1410.1500244140625,1397.300048828125,1401.8900146484375,2623050000
3/12/2007,1406.5999755859375,1409.3399658203125,1398.4000244140625,1402.800048828125,2664000000
3/13/2007,1377.949951171875,1406.22998046875,1377.7099609375,1406.22998046875,3485570000
3/14/2007,1387.1700439453125,1388.0899658203125,1363.97998046875,1377.8599853515625,3758350000
3/15/2007,1392.280029296875,1395.72998046875,1385.1600341796875,1387.1099853515625,2821900000
3/16/2007,1386.949951171875,1397.510009765625,1383.6300048828125,1392.280029296875,3393640000
3/19/2007,1402.06005859375,1403.199951171875,1386.949951171875,1386.949951171875,2777180000
3/20/2007,1410.93994140625,1411.530029296875,1400.699951171875,1402.0400390625,2795940000
3/21/2007,1435.0400390625,1437.77001953125,1409.75,1410.9200439453125,3184770000
3/22/2007,1434.5400390625,1437.6600341796875,1429.8800048828125,1435.0400390625,3129970000
3/23/2007,1436.1099853515625,1438.8900146484375,1433.2099609375,1434.5400390625,2619020000
3/26/2007,1437.5,1437.6500244140625,1423.280029296875,1436.1099853515625,2754660000
3/27/2007,1428.6099853515625,1437.489990234375,1425.5400390625,1437.489990234375,2673040000
3/28/2007,1417.22998046875,1428.3499755859375,1414.0699462890625,1428.3499755859375,3000440000
3/29/2007,1422.530029296875,1426.239990234375,1413.27001953125,1417.1700439453125,2854710000
3/30/2007,1420.8599853515625,1429.219970703125,1408.9000244140625,1422.52001953125,2903960000
4/2/2007,1424.550048828125,1425.489990234375,1416.3699951171875,1420.8299560546875,2875880000
4/3/2007,1437.77001953125,1440.5699462890625,1424.27001953125,1424.27001953125,2921760000
4/4/2007,1439.3699951171875,1440.1600341796875,1435.0799560546875,1437.75,2616320000
4/5/2007,1443.760009765625,1444.8800048828125,1436.6700439453125,1438.93994140625,2357230000
4/9/2007,1444.6099853515625,1448.0999755859375,1443.280029296875,1443.77001953125,2349410000
4/10/2007,1448.3900146484375,1448.72998046875,1443.989990234375,1444.5799560546875,2510110000
4/11/2007,1438.8699951171875,1448.3900146484375,1436.1500244140625,1448.22998046875,2950190000
4/12/2007,1447.800048828125,1448.02001953125,1433.9100341796875,1438.8699951171875,2770570000
4/13/2007,1452.8499755859375,1453.1099853515625,1444.1500244140625,1447.800048828125,2690020000
4/16/2007,1468.3299560546875,1468.6199951171875,1452.8399658203125,1452.8399658203125,2870140000
4/17/2007,1471.47998046875,1474.3499755859375,1467.1500244140625,1468.469970703125,2920570000
4/18/2007,1472.5,1476.5699462890625,1466.4100341796875,1471.469970703125,2971330000
4/19/2007,1470.72998046875,1474.22998046875,1464.469970703125,1472.47998046875,2913610000
4/20/2007,1484.3499755859375,1484.739990234375,1470.68994140625,1470.68994140625,3329940000
4/23/2007,1480.9300537109375,1487.3199462890625,1480.18994140625,1484.3299560546875,2575020000
4/24/2007,1480.4100341796875,1483.8199462890625,1473.739990234375,1480.9300537109375,3119750000
4/25/2007,1495.4200439453125,1496.5899658203125,1480.280029296875,1480.280029296875,3252590000
4/26/2007,1494.25,1498.02001953125,1491.1700439453125,1495.27001953125,3211800000
4/27/2007,1494.0699462890625,1497.3199462890625,1488.6700439453125,1494.2099609375,2732810000
4/30/2007,1482.3699951171875,1497.1600341796875,1482.2900390625,1494.0699462890625,3093420000
5/1/2007,1486.300048828125,1487.27001953125,1476.699951171875,1482.3699951171875,3400350000
5/2/2007,1495.9200439453125,1499.0999755859375,1486.1300048828125,1486.1300048828125,3189800000
5/3/2007,1502.3900146484375,1503.3399658203125,1495.56005859375,1495.56005859375,3007970000
5/4/2007,1505.6199951171875,1510.3399658203125,1501.800048828125,1502.3499755859375,2761930000
5/7/2007,1509.47998046875,1511,1505.5400390625,1505.5699462890625,2545090000
5/8/2007,1507.719970703125,1509.3599853515625,1500.6600341796875,1509.3599853515625,2795720000
5/9/2007,1512.5799560546875,1513.800048828125,1503.77001953125,1507.3199462890625,2935550000
5/10/2007,1491.469970703125,1512.3299560546875,1491.4200439453125,1512.3299560546875,3031240000
5/11/2007,1505.8499755859375,1506.239990234375,1491.469970703125,1491.469970703125,2720780000
5/14/2007,1503.1500244140625,1510.9000244140625,1498.3399658203125,1505.760009765625,2776130000
5/15/2007,1501.18994140625,1514.8299560546875,1500.4300537109375,1503.1099853515625,3071020000
5/16/2007,1514.1400146484375,1514.1500244140625,1500.75,1500.75,2915350000
5/17/2007,1512.75,1517.1400146484375,1509.2900390625,1514.010009765625,2868640000
5/18/2007,1522.75,1522.75,1512.739990234375,1512.739990234375,2959050000
5/21/2007,1525.0999755859375,1529.8699951171875,1522.7099609375,1522.75,3465360000
5/22/2007,1524.1199951171875,1529.239990234375,1522.050048828125,1525.0999755859375,2860500000
5/23/2007,1522.280029296875,1532.4300537109375,1521.9000244140625,1524.0899658203125,3084260000
5/24/2007,1507.510009765625,1529.31005859375,1505.1800537109375,1522.0999755859375,3365530000
5/25/2007,1515.72998046875,1517.4100341796875,1507.5,1507.5,2316250000
5/29/2007,1518.1099853515625,1521.800048828125,1512.02001953125,1515.550048828125,2571790000
5/30/2007,1530.22998046875,1530.22998046875,1510.06005859375,1517.5999755859375,2980210000
5/31/2007,1530.6199951171875,1535.56005859375,1528.260009765625,1530.18994140625,3335530000
6/1/2007,1536.3399658203125,1540.56005859375,1530.6199951171875,1530.6199951171875,2927020000
